"Source","Target","Type","Weight","Source_CpG_Gene","Target_CpG_Gene"
"cg17140299","cg00497472","CpG-CpG",1.58110140381061,"TXNL1","GAK"
"cg14971439","cg23978242","CpG-CpG",1.58079330660046,"SNX24","DIP2C"
"cg00701918","cg06449205","CpG-CpG",1.57990032716089,"RPTOR","GUCY1B3"
"cg27535690","cg03070236","CpG-CpG",1.57913511326879,"SCHIP1","ADCY9"
"cg11827910","cg10335067","CpG-CpG",1.57911589247724,"PAX6","WDR89"
"cg11231740","cg08110693","CpG-CpG",1.57899529599275,"ARFGEF1","PXT1"
"cg15773893","cg26244646","CpG-CpG",1.57866519567,"DOCK10","BCAS3"
"cg07645529","cg23405198","CpG-CpG",1.57833605434813,"TMTC4","FSTL1"
"cg04426802","cg16083711","CpG-CpG",1.57804300562967,"FAM53B","GRIN2B"
"cg13939297","cg11918049","CpG-CpG",1.57794073387619,"HCFC2","MAP4K4"
"cg19389468","cg12186771","CpG-CpG",1.57787302860474,"HMG20A","MTMR7"
"cg02067585","cg25527882","CpG-CpG",1.57776511421861,"ATP11A","TFEB"
"cg20785674","cg11601375","CpG-CpG",1.57747454121418,"PLEKHO1","KRT6B"
"cg09559196","cg03182620","CpG-CpG",1.57735151494425,"TIGD6","DIP2C"
"cg27287823","cg22950111","CpG-CpG",1.57612305376355,"CUGBP2","SDCCAG8"
"cg07645529","cg20785674","CpG-CpG",1.57610273012145,"TMTC4","PLEKHO1"
"cg14105458","cg04545636","CpG-CpG",1.57563460559601,"ABCA2","CUGBP2"
"cg22502450","cg26295272","CpG-CpG",1.57553271547396,"H1FOO","FLNB"
"cg26681770","cg19381811","CpG-CpG",1.5755200873527,"PMEPA1","UBA7"
"cg10749994","cg22502450","CpG-CpG",1.57546564849368,"DNMT3A","H1FOO"
"cg07645529","cg26244646","CpG-CpG",1.57517834863543,"TMTC4","BCAS3"
"cg14105458","cg22502450","CpG-CpG",1.57477728906732,"ABCA2","H1FOO"
"cg22923154","cg05556923","CpG-CpG",1.57464161131377,"FMNL2","PDGFA"
"cg21288507","cg24631609","CpG-CpG",1.57459913096608,"PRDM2","NCOR2"
"cg11257935","cg25037165","CpG-CpG",1.57453287052316,"CNOT8","TEAD1"
"cg24803059","cg10087036","CpG-CpG",1.57425887802828,"HCCA2","ITPRIPL2"
"cg24301250","cg17899492","CpG-CpG",1.57417835478395,"KIRREL3","MAN2B1"
"cg05339633","cg08370787","CpG-CpG",1.57397983143699,"MAP6D1","ADRB2"
"cg00397274","cg03940437","CpG-CpG",1.57377301001825,"HDAC4","CCDC21"
"cg13921308","cg08688169","CpG-CpG",1.5731442829097,"PROX1","P2RX7"
"cg06111374","cg11247129","CpG-CpG",1.57304827274733,"GRIN2B","KLHL32"
"cg05099464","cg19462022","CpG-CpG",1.57298264020604,"ARHGEF12","RASA3"
"cg24803059","cg15773893","CpG-CpG",1.57277422067755,"HCCA2","DOCK10"
"cg00950947","cg26116551","CpG-CpG",1.57263474699329,"DIP2C","ZNF536"
"cg01784548","cg15039797","CpG-CpG",1.57225748956297,"RAC1","HIPK2"
"cg19758859","cg07891862","CpG-CpG",1.572218273832,"SASH1","PTK2"
"cg22193385","cg08688169","CpG-CpG",1.57219339859434,"KRT7","P2RX7"
"cg05183646","cg01602666","CpG-CpG",1.57160531942299,"SGK1","TMTC2"
"cg00305774","cg04105597","CpG-CpG",1.5714493132862,"TMEM88B","ELK4"
"cg27535690","cg23978242","CpG-CpG",1.57126107392381,"SCHIP1","DIP2C"
"cg16616765","cg04105597","CpG-CpG",1.57123492394464,"HECW2","ELK4"
"cg05556923","cg05339633","CpG-CpG",1.57123416307815,"PDGFA","MAP6D1"
"cg13921308","cg16929139","CpG-CpG",1.57116705797028,"PROX1","RNF125"
"cg14009912","cg25282951","CpG-CpG",1.57097220165866,"SHC3","KIAA1026"
"cg24587400","cg08110693","CpG-CpG",1.57089379576872,"BIN1","PXT1"
"cg17797848","cg10378325","CpG-CpG",1.57086725975736,"MYBPHL","CLCA2"
"cg05339633","cg16001422","CpG-CpG",1.57068755996324,"MAP6D1","PLEC1"
"cg16628188","cg06390077","CpG-CpG",1.57055265397202,"ATP11A","KIAA1147"
"cg03534360","cg17531430","CpG-CpG",1.56963882564449,"SYT16","BIN1"
"cg02812487","cg21002223","CpG-CpG",1.56940855139785,"AACS","MFHAS1"
"cg09216670","cg14289852","CpG-CpG",1.56928857432911,"PIP4K2A","PTPRN2"
"cg04938549","cg04849985","CpG-CpG",1.56868043733965,"PAX6","GNG12"
"cg16616765","cg26244646","CpG-CpG",1.56847891913087,"HECW2","BCAS3"
"cg07249433","cg20502039","CpG-CpG",1.56829534233349,"INPP5A","SLC25A13"
"cg13711238","cg20059012","CpG-CpG",1.56826933318344,"FAM110B","RARG"
"cg11918049","cg08110693","CpG-CpG",1.56816243426885,"MAP4K4","PXT1"
"cg02011981","cg07660750","CpG-CpG",1.5681062876278,"CTTN","PAX6"
"cg27107893","cg13075279","CpG-CpG",1.56802159517079,"NR3C1","SCARB1"
"cg19961800","cg13794318","CpG-CpG",1.56732853406068,"SYT16","FAM108B1"
"cg14294859","cg19027424","CpG-CpG",1.56726164022057,"SLC25A25","SH3PXD2B"
"cg10351284","cg16001422","CpG-CpG",1.5672044112371,"MTSS1","PLEC1"
"cg05556923","cg10645314","CpG-CpG",1.56711083727917,"PDGFA","ALLC"
"cg16083711","cg13277939","CpG-CpG",1.56663464325124,"GRIN2B","CTAGE5"
"cg27383562","cg09549949","CpG-CpG",1.56650696221268,"TFB1M","HDAC4"
"cg06111374","cg23190164","CpG-CpG",1.56646910337604,"GRIN2B","LGR5"
"cg03437140","cg12567635","CpG-CpG",1.56640003193867,"KLHDC4","SYNJ2"
"cg11464571","cg22022671","CpG-CpG",1.56617068540516,"GNAI1","EDIL3"
"cg18395354","cg11464571","CpG-CpG",1.5661062884765,"SDK1","GNAI1"
"cg09224689","cg25841625","CpG-CpG",1.56582944609612,"PAX6","SCARB2"
"cg21049501","cg12620935","CpG-CpG",1.56563419547278,"SOX9","ARL15"
"cg01784548","cg02632490","CpG-CpG",1.56554289204065,"RAC1","MIR346"
"cg07645529","cg03940437","CpG-CpG",1.56541466538797,"TMTC4","CCDC21"
"cg22193385","cg22255773","CpG-CpG",1.56537075550387,"KRT7","DPP6"
"cg20603543","cg10087036","CpG-CpG",1.56496603064276,"TFB1M","ITPRIPL2"
"cg02632490","cg24873410","CpG-CpG",1.56495349113489,"MIR346","RPS6KA2"
"cg20059012","cg08826152","CpG-CpG",1.56465763794611,"RARG","ADORA2B"
"cg13676902","cg25037165","CpG-CpG",1.56455331804789,"ZMIZ1","TEAD1"
"cg11946963","cg04426802","CpG-CpG",1.56452476087903,"NCAM1","FAM53B"
"cg23978242","cg15773893","CpG-CpG",1.56422307453716,"DIP2C","DOCK10"
"cg22476027","cg24088496","CpG-CpG",1.56404049319379,"NR2E1","MAML2"
"cg04209913","cg26147269","CpG-CpG",1.56390510258628,"GDNF","HDAC11"
"cg11970797","cg15668468","CpG-CpG",1.56359738086051,"CRYL1","VAX1"
"cg21400549","cg06728055","CpG-CpG",1.56359670454941,"TMEM206","WWTR1"
"cg25282951","cg26116551","CpG-CpG",1.56328122278922,"KIAA1026","ZNF536"
"cg27383562","cg10378325","CpG-CpG",1.56323345166396,"TFB1M","CLCA2"
"cg12308391","cg03743981","CpG-CpG",1.56293280921333,"NCAM1","C19orf47"
"cg21078322","cg22688241","CpG-CpG",1.56268179555687,"SGK1","KIAA0748"
"cg26681770","cg08571020","CpG-CpG",1.56244310285276,"PMEPA1","C10orf62"
"cg04020590","cg08543244","CpG-CpG",1.56243604487358,"GRTP1","C7orf31"
"cg14294859","cg10645314","CpG-CpG",1.56208652019303,"SLC25A25","ALLC"
"cg09228833","cg17375177","CpG-CpG",1.56207271227326,"ZNF217","MOG"
"cg09591867","cg18961064","CpG-CpG",1.56202709277106,"AATK","CARKD"
"cg05374809","cg13036352","CpG-CpG",1.56192478011995,"C14orf23","KIAA1949"
"cg19389468","cg17899492","CpG-CpG",1.56188442079673,"HMG20A","MAN2B1"
"cg13036352","cg02589899","CpG-CpG",1.56187010350033,"KIAA1949","MOG"
"cg13221107","cg15668468","CpG-CpG",1.56179676905342,"KRT6B","VAX1"
"cg07172755","cg11918049","CpG-CpG",1.56175571780766,"MYST4","MAP4K4"
"cg13921308","cg25916714","CpG-CpG",1.5615867618975,"PROX1","MBP"
"cg18712199","cg07660750","CpG-CpG",1.56155067997975,"C14orf23","PAX6"
"cg02969422","cg06059360","CpG-CpG",1.56152826034162,"KIAA1244","NKTR"
"cg06111374","cg05099464","CpG-CpG",1.56143150511856,"GRIN2B","ARHGEF12"
"cg19758859","cg21002223","CpG-CpG",1.56129512725321,"SASH1","MFHAS1"
"cg02011981","cg24803059","CpG-CpG",1.5612744875308,"CTTN","HCCA2"
"cg05526036","cg00999904","CpG-CpG",1.56065083016779,"TBCE","ALLC"
"cg09217215","cg20637405","CpG-CpG",1.56062913775221,"PAX6","TAF8"
"cg00397274","cg21114429","CpG-CpG",1.56054389611775,"HDAC4","C14orf138"
"cg09549949","cg06848487","CpG-CpG",1.56023154772399,"HDAC4","ABLIM1"
"cg22502450","cg02589899","CpG-CpG",1.5601992157464,"H1FOO","MOG"
"cg24567464","cg21902966","CpG-CpG",1.55980749392372,"DBNDD2","SATB1"
"cg12435059","cg26147269","CpG-CpG",1.55977344894566,"GOLGA4","HDAC11"
"cg02812487","cg03940437","CpG-CpG",1.55976251991731,"AACS","CCDC21"
"cg23866687","cg07249433","CpG-CpG",1.55971291307047,"MAML2","INPP5A"
"cg00999904","cg08543244","CpG-CpG",1.5596356335821,"ALLC","C7orf31"
"cg04102296","cg10982635","CpG-CpG",1.55958467275113,"NCAM1","GALNT5"
"cg06754557","cg07660750","CpG-CpG",1.55943436312608,"STK39","PAX6"
"cg19961800","cg26116551","CpG-CpG",1.5591482652241,"SYT16","ZNF536"
"cg10729426","cg05245416","CpG-CpG",1.55863696722045,"ZNF549","LOC150568"
"cg11672338","cg00701918","CpG-CpG",1.5586052422321,"DIP2C","RPTOR"
"cg04545636","cg08110693","CpG-CpG",1.55803271919164,"CUGBP2","PXT1"
"cg21149266","cg06848487","CpG-CpG",1.55783646191192,"FAM63B","ABLIM1"
"cg15224291","cg08370787","CpG-CpG",1.55770444981537,"MBP","ADRB2"
"cg14105458","cg11601375","CpG-CpG",1.55755899635766,"ABCA2","KRT6B"
"cg17402907","cg06702726","CpG-CpG",1.5572255520219,"KCNQ1","TPMT"
"cg11223184","cg23460943","CpG-CpG",1.55707272482398,"ANKRD44","SCARB1"
"cg11724557","cg06200397","CpG-CpG",1.55698772811905,"C14orf80","MICAL3"
"cg13711238","cg21743623","CpG-CpG",1.55675879709081,"FAM110B","ATP2C1"
"cg04126956","cg09101894","CpG-CpG",1.55673668166607,"TRAPPC9","PIK3R1"
"cg04838832","cg04849985","CpG-CpG",1.55659408576855,"ADAMTS14","GNG12"
"cg19462022","cg26607103","CpG-CpG",1.55623694559225,"RASA3","ANK3"
"cg22954978","cg06728055","CpG-CpG",1.55611923076231,"MTHFD1L","WWTR1"
"cg09231673","cg01602666","CpG-CpG",1.55582720337889,"DEPDC7","TMTC2"
"cg22923154","cg21114429","CpG-CpG",1.55560917633484,"FMNL2","C14orf138"
"cg05183646","cg06783058","CpG-CpG",1.55554094149806,"SGK1","PYCRL"
"cg24102700","cg15039797","CpG-CpG",1.55547893302364,"C17orf85","HIPK2"
"cg10335067","cg15773893","CpG-CpG",1.55544101971568,"WDR89","DOCK10"
"cg22502450","cg15441535","CpG-CpG",1.55530834213185,"H1FOO","CNDP1"
"cg24567464","cg22821358","CpG-CpG",1.55502491624724,"DBNDD2","MIR181B1"
"cg18405140","cg24088496","CpG-CpG",1.55501188918672,"STK11","MAML2"
"cg04209913","cg19462022","CpG-CpG",1.55500749322617,"GDNF","RASA3"
"cg04126956","cg12546981","CpG-CpG",1.5549362913817,"TRAPPC9","TAAR6"
"cg05598246","cg22476027","CpG-CpG",1.55493221844977,"MOG","NR2E1"
"cg01044293","cg24993990","CpG-CpG",1.55493159491087,"ITGA6","CSRNP3"
"cg02067585","cg11523221","CpG-CpG",1.55488760002415,"ATP11A","BACH2"
"cg09231673","cg07249433","CpG-CpG",1.55475874359202,"DEPDC7","INPP5A"
"cg11458533","cg15773893","CpG-CpG",1.55435925013698,"SND1","DOCK10"
"cg11946963","cg08614334","CpG-CpG",1.55424777071788,"NCAM1","ACCN4"
"cg14971439","cg01931994","CpG-CpG",1.5541745111414,"SNX24","FAM5B"
"cg19961800","cg13277939","CpG-CpG",1.55379562237518,"SYT16","CTAGE5"
"cg24301250","cg07891862","CpG-CpG",1.55378547084702,"KIRREL3","PTK2"
"cg22193385","cg23866687","CpG-CpG",1.55374770472851,"KRT7","MAML2"
"cg19961800","cg24803059","CpG-CpG",1.55295308102537,"SYT16","HCCA2"
"cg03182620","cg24631609","CpG-CpG",1.55273532461764,"DIP2C","NCOR2"
"cg19961800","cg22954978","CpG-CpG",1.55259673368312,"SYT16","MTHFD1L"
"cg17140299","cg16929139","CpG-CpG",1.55251843551578,"TXNL1","RNF125"
"cg11724557","cg11223184","CpG-CpG",1.5522966439098,"C14orf80","ANKRD44"
"cg13277939","cg08826152","CpG-CpG",1.55226555176872,"CTAGE5","ADORA2B"
"cg11464571","cg11827910","CpG-CpG",1.55206684506327,"GNAI1","PAX6"
"cg23521262","cg11601375","CpG-CpG",1.55143715941457,"VTI1A","KRT6B"
"cg20862860","cg17425584","CpG-CpG",1.55103871496456,"TSSC1","CADM1"
"cg09216670","cg15773893","CpG-CpG",1.55103389591304,"PIP4K2A","DOCK10"
"cg02632490","cg04020590","CpG-CpG",1.55101670238721,"MIR346","GRTP1"
"cg25365990","cg13036352","CpG-CpG",1.55101556668344,"LDB3","KIAA1949"
"cg02011981","cg03472898","CpG-CpG",1.55090580969883,"CTTN","C14orf23"
"cg18180230","cg00335361","CpG-CpG",1.55071064102383,"SFRS2B","GPR52"
"cg08614334","cg21400549","CpG-CpG",1.55064718266442,"ACCN4","TMEM206"
"cg24803059","cg03940437","CpG-CpG",1.55042705342295,"HCCA2","CCDC21"
"cg24631609","cg22549545","CpG-CpG",1.55007722820755,"NCOR2","RPS6KA2"
"cg07026882","cg11601375","CpG-CpG",1.55004193010721,"ATP11A","KRT6B"
"cg13794318","cg24682512","CpG-CpG",1.54976448836144,"FAM108B1","GRM3"
"cg13221107","cg17899492","CpG-CpG",1.54892793011444,"KRT6B","MAN2B1"
"cg21049501","cg24003508","CpG-CpG",1.54855796239753,"SOX9","KLF6"
"cg01784548","cg21583016","CpG-CpG",1.54839877376449,"RAC1","CAMTA1"
"cg04545636","cg26366091","CpG-CpG",1.54826831301593,"CUGBP2","CHI3L2"
"cg02632490","cg08614334","CpG-CpG",1.54809141893323,"MIR346","ACCN4"
"cg09216670","cg05058069","CpG-CpG",1.54793361283033,"PIP4K2A","BANP"
"cg12567635","cg11523221","CpG-CpG",1.54790549006258,"SYNJ2","BACH2"
"cg18537383","cg16897216","CpG-CpG",1.54746267778939,"MCPH1","HSD11B1"
"cg04209913","cg16640962","CpG-CpG",1.54698126078763,"GDNF","GPR37"
"cg19690879","cg07660750","CpG-CpG",1.54670859265434,"TM2D3","PAX6"
"cg23866687","cg20477160","CpG-CpG",1.54670218931189,"MAML2","SH3BP4"
"cg21902966","cg00595472","CpG-CpG",1.54668188370974,"SATB1","DKFZP434K028"
"cg13711238","cg22502450","CpG-CpG",1.5466424046203,"FAM110B","H1FOO"
"cg24004665","cg01904243","CpG-CpG",1.54662835793104,"SGMS1","C14orf43"
"cg04545636","cg21002223","CpG-CpG",1.5465934253653,"CUGBP2","MFHAS1"
"cg08304084","cg20532937","CpG-CpG",1.54658594379411,"SALL1","FRMD4A"
"cg17258460","cg07891862","CpG-CpG",1.54650766194816,"KCNJ6","PTK2"
"cg09591867","cg03182620","CpG-CpG",1.54640496665938,"AATK","DIP2C"
"cg01044293","cg20532937","CpG-CpG",1.54620623617849,"ITGA6","FRMD4A"
"cg19707004","cg06059360","CpG-CpG",1.54578896146985,"IARS2","NKTR"
"cg19758859","cg21288507","CpG-CpG",1.54560137965809,"SASH1","PRDM2"
"cg11724557","cg12567635","CpG-CpG",1.5455061835991,"C14orf80","SYNJ2"
"cg17531430","cg06728055","CpG-CpG",1.54544382931581,"BIN1","WWTR1"
"cg22193385","cg11740348","CpG-CpG",1.54492842351504,"KRT7","INPP5A"
"cg26696870","cg24993990","CpG-CpG",1.54490733636614,"BAIAP2","CSRNP3"
"cg27383562","cg12813797","CpG-CpG",1.54474163156379,"TFB1M","TAAR6"
"cg07108579","cg20477160","CpG-CpG",1.54474132989854,"SATB1","SH3BP4"
"cg07026882","cg05245416","CpG-CpG",1.54471816454737,"ATP11A","LOC150568"
"cg07645529","cg21727276","CpG-CpG",1.54465018898349,"TMTC4","DBNDD2"
"cg15224291","cg25841625","CpG-CpG",1.5441397450106,"MBP","SCARB2"
"cg11946963","cg26116551","CpG-CpG",1.54380922697785,"NCAM1","ZNF536"
"cg04849985","cg21114429","CpG-CpG",1.54372469982966,"GNG12","C14orf138"
"cg04102296","cg00397274","CpG-CpG",1.54349656953653,"NCAM1","HDAC4"
"cg17140299","cg00950947","CpG-CpG",1.54335028117978,"TXNL1","DIP2C"
"cg04849985","cg25841625","CpG-CpG",1.54306084533021,"GNG12","SCARB2"
"cg04849985","cg02067585","CpG-CpG",1.54255800823566,"GNG12","ATP11A"
"cg24301250","cg06728055","CpG-CpG",1.54253189636704,"KIRREL3","WWTR1"
"cg07645529","cg09224689","CpG-CpG",1.5420408609235,"TMTC4","PAX6"
"cg00305774","cg11523221","CpG-CpG",1.54191995826777,"TMEM88B","BACH2"
"cg05374809","cg23090824","CpG-CpG",1.54144625911467,"C14orf23","PDE7B"
"cg20981848","cg22255773","CpG-CpG",1.5412602489834,"BTBD3","DPP6"
"cg22688241","cg23866687","CpG-CpG",1.54120105149625,"KIAA0748","MAML2"
"cg03472898","cg26116551","CpG-CpG",1.54104475080263,"C14orf23","ZNF536"
"cg04849985","cg08170837","CpG-CpG",1.54069200226158,"GNG12","RYBP"
"cg06111374","cg10335067","CpG-CpG",1.5405984592729,"GRIN2B","WDR89"
"cg12435059","cg10087036","CpG-CpG",1.54046153289147,"GOLGA4","ITPRIPL2"
"cg10610648","cg15668468","CpG-CpG",1.54038472121501,"FBXO18","VAX1"
"cg13711238","cg11257935","CpG-CpG",1.54029824302751,"FAM110B","CNOT8"
"cg00637826","cg11247129","CpG-CpG",1.54009345127693,"DUSP16","KLHL32"
"cg07108579","cg16929139","CpG-CpG",1.54008434244385,"SATB1","RNF125"
"cg21583016","cg15773893","CpG-CpG",1.53999105771402,"CAMTA1","DOCK10"
"cg04938549","cg15773893","CpG-CpG",1.53972442722449,"PAX6","DOCK10"
"cg09228833","cg23460943","CpG-CpG",1.53941717648091,"ZNF217","SCARB1"
"cg00305774","cg15851882","CpG-CpG",1.53912458676475,"TMEM88B","MYO1E"
"cg09929879","cg11223184","CpG-CpG",1.53902027132916,"DIP2C","ANKRD44"
"cg20819482","cg21002223","CpG-CpG",1.53900942975895,"TNKS","MFHAS1"
"cg16628188","cg26244646","CpG-CpG",1.53900164869524,"ATP11A","BCAS3"
"cg01931994","cg03940437","CpG-CpG",1.5389930760988,"FAM5B","CCDC21"
"cg17531430","cg20819482","CpG-CpG",1.53876247273012,"BIN1","TNKS"
"cg04020590","cg14501977","CpG-CpG",1.5387493636447,"GRTP1","CCDC92"
"cg02812487","cg15668468","CpG-CpG",1.5386466237177,"AACS","VAX1"
"cg17531430","cg11918049","CpG-CpG",1.53863102103288,"BIN1","MAP4K4"
"cg19549898","cg07660750","CpG-CpG",1.53828875710252,"PLEKHH1","PAX6"
"cg07108579","cg15851882","CpG-CpG",1.53825645867035,"SATB1","MYO1E"
"cg16937168","cg20532937","CpG-CpG",1.53798257318749,"SNED1","FRMD4A"
"cg16819392","cg06783058","CpG-CpG",1.53796984041873,"ARMC3","PYCRL"
"cg03621841","cg08826152","CpG-CpG",1.53789780434943,"ZNF423","ADORA2B"
"cg24873410","cg24631609","CpG-CpG",1.53777433314796,"RPS6KA2","NCOR2"
"cg07645529","cg08370787","CpG-CpG",1.53768159682621,"TMTC4","ADRB2"
"cg00305774","cg00765686","CpG-CpG",1.53767817826841,"TMEM88B","NHS"
"cg04426802","cg22476027","CpG-CpG",1.53760521801668,"FAM53B","NR2E1"
"cg24587400","cg25916714","CpG-CpG",1.53723571117964,"BIN1","MBP"
"cg12308391","cg00950947","CpG-CpG",1.53681598379115,"NCAM1","DIP2C"
"cg05668351","cg04155024","CpG-CpG",1.5366206583735,"CTNNA3","PIGA"
"cg07645529","cg14241894","CpG-CpG",1.53633999048096,"TMTC4","SH3BP4"
"cg24803059","cg18812058","CpG-CpG",1.53618305333587,"HCCA2","SAMD12"
"cg16897216","cg01602666","CpG-CpG",1.53615732329274,"HSD11B1","TMTC2"
"cg06111374","cg26116551","CpG-CpG",1.53610415799072,"GRIN2B","ZNF536"
"cg16001422","cg22549545","CpG-CpG",1.53606800668307,"PLEC1","RPS6KA2"
"cg07891862","cg18069268","CpG-CpG",1.53605860719481,"PTK2","NUAK1"
"cg25916714","cg03070236","CpG-CpG",1.53595586144729,"MBP","ADCY9"
"cg00305774","cg04209913","CpG-CpG",1.53547430182522,"TMEM88B","GDNF"
"cg09559196","cg18693822","CpG-CpG",1.53527688542351,"TIGD6","VOPP1"
"cg01904243","cg24003508","CpG-CpG",1.53522195030094,"C14orf43","KLF6"
"cg25365990","cg01602666","CpG-CpG",1.53513133679839,"LDB3","TMTC2"
"cg07660750","cg21743623","CpG-CpG",1.53506752747762,"PAX6","ATP2C1"
"cg10749994","cg04209913","CpG-CpG",1.53504446968806,"DNMT3A","GDNF"
"cg13221107","cg00999904","CpG-CpG",1.53501062982495,"KRT6B","ALLC"
"cg07108579","cg13803455","CpG-CpG",1.53499228944282,"SATB1","DSCAML1"
"cg04102296","cg01879893","CpG-CpG",1.53489871730954,"NCAM1","PON1"
"cg13411923","cg22502450","CpG-CpG",1.53462819102669,"WDR66","H1FOO"
"cg04838832","cg03437140","CpG-CpG",1.53449330449126,"ADAMTS14","KLHDC4"
"cg27287823","cg26696870","CpG-CpG",1.53410958104644,"CUGBP2","BAIAP2"
"cg06059360","cg13803455","CpG-CpG",1.53360801616348,"NKTR","DSCAML1"
"cg02067585","cg11601375","CpG-CpG",1.53351773863085,"ATP11A","KRT6B"
"cg18812058","cg02536263","CpG-CpG",1.53315992917886,"SAMD12","PLXDC2"
"cg11946963","cg11257935","CpG-CpG",1.53312161363737,"NCAM1","CNOT8"
"cg00497472","cg19027424","CpG-CpG",1.53307963838248,"GAK","SH3PXD2B"
"cg10749994","cg13831540","CpG-CpG",1.53302764792299,"DNMT3A","MESTIT1"
"cg21002223","cg06200397","CpG-CpG",1.53294666659383,"MFHAS1","MICAL3"
"cg11257935","cg13075279","CpG-CpG",1.5327022916309,"CNOT8","SCARB1"
"cg00701918","cg09217215","CpG-CpG",1.53266130458539,"RPTOR","PAX6"
"cg14971439","cg02067585","CpG-CpG",1.53206969423366,"SNX24","ATP11A"
"cg09591867","cg07249433","CpG-CpG",1.53168981362096,"AATK","INPP5A"
"cg19462022","cg07891862","CpG-CpG",1.5316243140986,"RASA3","PTK2"
"cg03437140","cg11740348","CpG-CpG",1.53150019224925,"KLHDC4","INPP5A"
"cg16616765","cg06702726","CpG-CpG",1.53144653482481,"HECW2","TPMT"
"cg04126956","cg20981848","CpG-CpG",1.53105918315316,"TRAPPC9","BTBD3"
"cg19758859","cg22476027","CpG-CpG",1.53090318023223,"SASH1","NR2E1"
"cg21743623","cg06200397","CpG-CpG",1.53083070561927,"ATP2C1","MICAL3"
"cg13221107","cg06234051","CpG-CpG",1.53081992462176,"KRT6B","SOX9"
"cg16083711","cg03070236","CpG-CpG",1.53063070869714,"GRIN2B","ADCY9"
"cg19549898","cg06111374","CpG-CpG",1.53036784628101,"PLEKHH1","GRIN2B"
"cg24301250","cg10351284","CpG-CpG",1.53023634052628,"KIRREL3","MTSS1"
"cg25006077","cg15668468","CpG-CpG",1.53019543355834,"MBNL1","VAX1"
"cg03437140","cg15039797","CpG-CpG",1.53017802072493,"KLHDC4","HIPK2"
"cg25017994","cg25282951","CpG-CpG",1.52931664858286,"MOG","KIAA1026"
"cg21049501","cg21288507","CpG-CpG",1.52901284627928,"SOX9","PRDM2"
"cg19389468","cg08597682","CpG-CpG",1.52883786419164,"HMG20A","OPALIN"
"cg10876863","cg11231740","CpG-CpG",1.52881301730387,"TFB1M","ARFGEF1"
"cg01602666","cg13803455","CpG-CpG",1.5287228120687,"TMTC2","DSCAML1"
"cg25282951","cg00397274","CpG-CpG",1.52871313212249,"KIAA1026","HDAC4"
"cg14009912","cg07026882","CpG-CpG",1.52869464701929,"SHC3","ATP11A"
"cg06059360","cg26147269","CpG-CpG",1.52845260196121,"NKTR","HDAC11"
"cg10335067","cg20477160","CpG-CpG",1.52733807365011,"WDR89","SH3BP4"
"cg24587400","cg25282951","CpG-CpG",1.52673324073028,"BIN1","KIAA1026"
"cg22502450","cg07660750","CpG-CpG",1.52656038723917,"H1FOO","PAX6"
"cg23866687","cg22400166","CpG-CpG",1.52647713373436,"MAML2","C14orf23"
"cg27107893","cg13277939","CpG-CpG",1.52614414572589,"NR3C1","CTAGE5"
"cg08614334","cg09101894","CpG-CpG",1.52613606023232,"ACCN4","PIK3R1"
"cg08614334","cg24824686","CpG-CpG",1.52607280464567,"ACCN4","PTPRE"
"cg13221107","cg09101894","CpG-CpG",1.52587561969803,"KRT6B","PIK3R1"
"cg13221107","cg08370787","CpG-CpG",1.52536365097132,"KRT6B","ADRB2"
"cg09929879","cg02812487","CpG-CpG",1.52524452081323,"DIP2C","AACS"
"cg07645529","cg25654517","CpG-CpG",1.52517372949936,"TMTC4","MOG"
"cg04102296","cg06702726","CpG-CpG",1.5251497049359,"NCAM1","TPMT"
"cg11082691","cg19758859","CpG-CpG",1.5250815141942,"TNFRSF19","SASH1"
"cg04426802","cg21288507","CpG-CpG",1.52479300091787,"FAM53B","PRDM2"
"cg05183646","cg10876863","CpG-CpG",1.52441994660827,"SGK1","TFB1M"
"cg04426802","cg18537383","CpG-CpG",1.52434442293803,"FAM53B","MCPH1"
"cg00305774","cg25365990","CpG-CpG",1.52394725886124,"TMEM88B","LDB3"
"cg07172755","cg22549545","CpG-CpG",1.52372762274623,"MYST4","RPS6KA2"
"cg11724557","cg15668468","CpG-CpG",1.52368193088344,"C14orf80","VAX1"
"cg06390077","cg19462022","CpG-CpG",1.52329279554448,"KIAA1147","RASA3"
"cg00335361","cg07249433","CpG-CpG",1.52327007189353,"GPR52","INPP5A"
"cg07108579","cg05598246","CpG-CpG",1.52299434620553,"SATB1","MOG"
"cg20477160","cg13036352","CpG-CpG",1.52298207242699,"SH3BP4","KIAA1949"
"cg03534360","cg23866687","CpG-CpG",1.52296450075509,"SYT16","MAML2"
"cg25527882","cg22954978","CpG-CpG",1.52278659314946,"TFEB","MTHFD1L"
"cg00497472","cg03805182","CpG-CpG",1.52257774850261,"GAK","ZFHX3"
"cg07172755","cg09549949","CpG-CpG",1.52254625747325,"MYST4","HDAC4"
"cg08571020","cg16001422","CpG-CpG",1.52250553185393,"C10orf62","PLEC1"
"cg04468081","cg05058069","CpG-CpG",1.5223378755163,"MCF2L2","BANP"
"cg10610648","cg04155024","CpG-CpG",1.52213173260626,"FBXO18","PIGA"
"cg04468081","cg02011981","CpG-CpG",1.52208957017041,"MCF2L2","CTTN"
"cg20637405","cg19027424","CpG-CpG",1.52190922753587,"TAF8","SH3PXD2B"
