,1A,1B,2A,2B,3A,3B,4A,4B,5A,5B,6A,6B,7A,7B,9A,9B,10A,10B
cg22542451,0.9254144,0.8804578,0.9132786,0.9400968,0.9103209,0.8991514,0.4424779,0.6742081,0.891003,0.9181718,0.7443763,0.6149194,0.9115287,0.8856369,0.9100212,0.9043561,0.8150685,0.6214286
cg19494702,0.2376731,0.05387803,0.497558,0.449887,0.164108,0.1386654,0.5559737,0.4195366,0.2764475,0.2066217,0.1834239,0.1545564,0.1471103,0.188716,0.1589689,0.1351724,0.268695,0.1387154
cg12738529,0.7517323,0.3988513,0.4896406,0.3900733,0.3618208,0.4107736,0.6461538,0.4435599,0.7259975,0.4308932,0.559606,0.3465081,0.3655317,0.3379971,0.4991026,0.3075165,0.7153033,0.4188002
cg13885788,0.3663133,0.4629478,0.4239001,0.4729489,0.7338432,0.7067905,0.391618,0.4581828,0.5797846,0.7187235,0.6990536,0.7999747,0.4464982,0.4368169,0.418781,0.4178628,0.3925327,0.4583759
cg03692228,0.06756046,0.0523396,0.3217989,0.3039092,0.06553425,0.0712089,0.3013719,0.3016285,0.3671704,0.3578878,0.3472239,0.3733366,0.3385707,0.2770624,0.03703704,0.0398206,0.04431763,0.05789873
cg04600092,0.5571702,0.09295775,0.31548,0.203119,0.2658868,0.3279661,0.4638396,0.2132949,0.6059737,0.2264695,0.3772437,0.1895977,0.2075682,0.247012,0.3764205,0.158827,0.4744066,0.2169723
cg23199852,0.8465995,0.5299323,0.5265401,0.4204396,0.4737451,0.5252804,0.7157342,0.5940484,0.8254201,0.5604545,0.6321181,0.3565284,0.4658039,0.4711339,0.5910038,0.408313,0.7888047,0.5486491
cg19080638,0.3651645,0.7756494,0.6240715,0.7685069,0.7424276,0.7308072,0.4724282,0.6396746,0.3565185,0.6889747,0.6261019,0.7749013,0.7018993,0.7494275,0.5548937,0.7480287,0.440859,0.7525677
cg08444317,0.7800333,0.3879129,0.4865175,0.4743051,0.4169597,0.4752018,0.6711889,0.4485617,0.8178166,0.4630937,0.4977279,0.412269,0.3740252,0.3967339,0.6057807,0.3184509,0.6824405,0.4564926
cg04894443,0.7667962,0.3665595,0.5211706,0.3937771,0.3672974,0.467636,0.7003537,0.4915254,0.7150538,0.4443225,0.5728242,0.3451134,0.4126134,0.3946441,0.5331776,0.2515913,0.6623461,0.4857143
cg05165900,0.7700159,0.396027,0.5025223,0.3766578,0.3619035,0.4202586,0.6406272,0.4334432,0.7648847,0.4188462,0.5050402,0.3306135,0.4106233,0.4347749,0.5004506,0.2899247,0.6858787,0.4148786
cg21355059,0.7008632,0.2951799,0.4454506,0.3729952,0.2377745,0.2889948,0.5400116,0.3527021,0.6726099,0.3618274,0.4629254,0.2854354,0.3114592,0.3165069,0.4812346,0.2342004,0.5904211,0.34197
cg18644049,0.8439754,0.481983,0.536774,0.412623,0.4600303,0.4817049,0.7104201,0.526755,0.8047366,0.4943242,0.5996124,0.4050215,0.4389509,0.4653609,0.615039,0.3570022,0.7597173,0.5367488
cg26627687,0.8480544,0.4789377,0.6328408,0.5031371,0.4871982,0.435839,0.7787798,0.6090116,0.8439753,0.4942529,0.626683,0.4495468,0.5192194,0.5038589,0.6714021,0.4121377,0.7910723,0.5555556
cg04201563,0.0296332,0.04218297,0.01791306,0.01048218,0.4531746,0.4775568,0.01268377,0.02866823,0.02998572,0.0232967,0.05747126,0.02593233,0.01519244,0.03174922,0.01838793,0.0178556,0.0186633,0.03633636
cg19580826,0.01307,0.02605785,0.3376873,0.3222647,0.02784919,0.05441119,0.3137255,0.3223911,0.2859594,0.277177,0.3265618,0.3160686,0.3523862,0.2305544,0.01800157,0.0464527,0.03789919,0.05532618
cg15443791,0.7887989,0.4542871,0.5789127,0.4060083,0.4028087,0.4339243,0.659219,0.506685,0.8075655,0.4430761,0.5669978,0.3416711,0.4596273,0.4709336,0.5373733,0.312207,0.7129751,0.4698304
cg15171226,0.8862474,0.5033088,0.6185143,0.5032845,0.4920814,0.5853881,0.7746967,0.5995462,0.8909367,0.5388389,0.668177,0.4530997,0.4920455,0.6259824,0.6876869,0.4349294,0.8120986,0.562212
cg11540501,0.8158611,0.3979853,0.4985053,0.4077579,0.3516301,0.4357387,0.6379564,0.4162103,0.737294,0.4070881,0.4469467,0.3875368,0.3732179,0.3951556,0.5041496,0.3307854,0.689053,0.3976246
cg00920314,0.7980135,0.7967501,0.5097791,0.5134921,0.8377061,0.8843457,0.4761929,0.5066109,0.5307525,0.5248302,0.5362388,0.5513279,0.542432,0.5045563,0.6030102,0.6753977,0.812882,0.7692187
cg18105999,0.9476658,0.9317109,0.6555636,0.6371781,0.6781288,0.6578362,0.6392175,0.6433041,0.6597853,0.6553496,0.9249496,0.935872,0.9444979,0.9131849,0.9260541,0.9182024,0.6214642,0.6830937
cg19376572,0.8401242,0.4994681,0.6349599,0.4941771,0.4342784,0.5327789,0.7247257,0.5226774,0.8315024,0.5377834,0.6218718,0.4194949,0.4760324,0.4674125,0.5882473,0.3500242,0.7891115,0.5390221
cg11127281,0.3812172,0.2025294,0.3883911,0.3043407,0.2707408,0.3338004,0.02948944,0.04291225,0.5630592,0.3280507,0.3917316,0.2370572,0.2878264,0.2824982,0.2458991,0.1454202,0.5660107,0.3184743
cg19057348,0.7694332,0.3775393,0.4480956,0.3654813,0.3474799,0.3973941,0.6247522,0.4139723,0.7133566,0.3892107,0.471675,0.3188996,0.3457569,0.3561007,0.4721781,0.2654548,0.6326339,0.362021
cg18912739,0.6591826,0.2735788,0.3953782,0.3169853,0.2680902,0.3100728,0.5633464,0.351363,0.6550975,0.3212427,0.4342833,0.2520904,0.288463,0.2411518,0.4347503,0.2259523,0.5929992,0.3320305
cg04875041,0.359045,0.7088312,0.6663489,0.7879405,0.8231047,0.8221411,0.5352554,0.6934698,0.4449858,0.724493,0.606378,0.8201654,0.7342003,0.8430841,0.6167873,0.8084854,0.5167743,0.7756681
cg15571640,0.2061275,0.5937398,0.525963,0.6327228,0.6541683,0.6291048,0.3285915,0.5274743,0.2518611,0.4983255,0.5416269,0.7251479,0.5273039,0.5337131,0.4744625,0.6615034,0.3948665,0.6166738
cg17713488,0.494171,0.498972,0.4495798,0.4459576,0.7906536,0.781671,0.8054795,0.7898681,0.8010016,0.78928,0.8208598,0.7960875,0.8278176,0.8495389,0.7964364,0.8057342,0.7896335,0.7832625
cg21517121,0.0676259,0.1126967,0.3833369,0.3611009,0.0965625,0.09614692,0.3772492,0.3171995,0.3755413,0.3618696,0.3160115,0.3739698,0.3683819,0.3847242,0.07471102,0.05596269,0.0809674,0.108027
cg08698436,0.7494095,0.8418902,0.5066955,0.5245589,0.8507119,0.8315485,0.5087351,0.5223109,0.5594525,0.548385,0.551025,0.5549148,0.5210664,0.5801816,0.7675984,0.8324953,0.7610522,0.8395611
cg04013758,0.7773585,0.3646771,0.4976006,0.4086041,0.335951,0.3796585,0.6163501,0.467039,0.7352978,0.4147331,0.486321,0.3230635,0.4029934,0.3316847,0.5343669,0.3358971,0.672043,0.39278
cg05287256,0.2442016,0.6578693,0.5406922,0.6727716,0.648364,0.6603325,0.3734814,0.5896466,0.3262995,0.5901135,0.5763492,0.7408596,0.6184157,0.6634899,0.4841862,0.6868675,0.3689946,0.6526462
cg13639451,0.9336563,0.6088431,0.5239923,0.412768,0.58665,0.6498326,0.8912755,0.7387171,0.9390707,0.7459977,0.7419249,0.7005072,0.6906221,0.6168998,0.7525074,0.5734524,0.8402993,0.6036857
cg22893405,0.8522968,0.4801444,0.6236392,0.4804483,0.4565794,0.5380051,0.7449231,0.5851565,0.8287773,0.5501222,0.6168681,0.4149338,0.5236231,0.4225053,0.7057311,0.4099938,0.7862983,0.6017518
cg09533926,0.3711008,0.775142,0.6535917,0.7548374,0.8007651,0.7764223,0.4808086,0.6893456,0.4004857,0.6634425,0.6141732,0.8086706,0.7653963,0.8024368,0.5525215,0.7552905,0.5119909,0.7491464
cg15349648,0.8375451,0.4677312,0.5264565,0.4311405,0.4348882,0.4951045,0.6782274,0.5213737,0.7880577,0.4682941,0.6246938,0.4124717,0.4134302,0.4071429,0.5854637,0.3823707,0.7588924,0.4472994
cg19572826,0.219915,0.5722032,0.5474068,0.6344495,0.641103,0.6264817,0.3370698,0.5901436,0.2846774,0.587554,0.5103063,0.701753,0.66445,0.5665893,0.4682086,0.6780602,0.3778268,0.6429936
cg23403523,0.8364597,0.4471819,0.5296077,0.4167431,0.4270918,0.4541727,0.6888521,0.5340767,0.7955066,0.4778375,0.5321016,0.418674,0.4554575,0.3821795,0.5747093,0.347611,0.7157566,0.4425743
cg07929590,0.9125593,0.7783877,0.4885576,0.4799454,0.7125716,0.733437,0.5375055,0.4795262,0.5697436,0.4973551,0.5003259,0.4978367,0.5025352,0.5264136,0.741712,0.6841438,0.8480318,0.7183784
cg16663745,0.8930771,0.5924752,0.6288537,0.4965075,0.5405357,0.5123939,0.7814426,0.5962052,0.9030571,0.5663798,0.6710526,0.5003341,0.5009444,0.4883453,0.6615547,0.4272959,0.8187109,0.5996802
cg24835883,0.9104901,0.9059011,0.9002349,0.9260745,0.5911938,0.5765738,0.5993359,0.5715797,0.9129563,0.9108076,0.9104022,0.9185645,0.9336113,0.9281319,0.9068915,0.921261,0.9286717,0.9234644
cg18406472,0.01584577,0.03474635,0.300747,0.3306383,0.0407585,0.01871731,0.2866759,0.3168172,0.3400204,0.3342791,0.3349113,0.2901582,0.2604767,0.2761998,0.02356315,0.05187185,0.0316234,0.03600078
cg07338205,0.8014752,0.4333667,0.4889901,0.367525,0.3960087,0.3903308,0.6827567,0.4983827,0.7449106,0.4449393,0.5421432,0.3493455,0.4140199,0.445883,0.5654124,0.3158805,0.694454,0.4518647
cg15909056,0.7996213,0.4304895,0.5040011,0.4172981,0.4169631,0.4688949,0.7011346,0.4980628,0.7830583,0.4617318,0.5472202,0.3927421,0.3945304,0.4806794,0.6487302,0.3266812,0.7261029,0.5250196
cg25938803,0.274517,0.7559628,0.6121186,0.7191552,0.7231774,0.6948389,0.556506,0.6982592,0.4098703,0.6677563,0.6484665,0.8102454,0.8012527,0.7682603,0.5615506,0.7438615,0.484797,0.7145426
cg10078683,0.7491023,0.3616064,0.4824264,0.3850742,0.3489639,0.3982295,0.6322749,0.4521529,0.738338,0.3915733,0.4866224,0.3032798,0.3610952,0.3778641,0.4807983,0.2866209,0.6696179,0.4179256
cg10739015,0.6998031,0.2994288,0.3431505,0.315143,0.3058565,0.3420256,0.5790325,0.3780822,0.6692781,0.4011026,0.4998008,0.2718011,0.336349,0.2792289,0.4852371,0.2645056,0.6278443,0.4013221
cg09978860,0.4051859,0.4116561,0.4367546,0.4462017,0.4351222,0.498819,0.161207,0.180519,0.1323509,0.1431415,0.3351648,0.3924813,0.5476678,0.5125799,0.1390617,0.1896041,0.3754062,0.3823192
cg25490194,0.8922863,0.5181976,0.7022472,0.5659041,0.432369,0.5761905,0.8538313,0.6041593,0.8470862,0.5625357,0.691334,0.6158565,0.5156883,0.4886364,0.7081051,0.4374085,0.8003031,0.678125
cg08858441,0.3998837,0.3957781,0.3911153,0.4015742,0.1064995,0.1160148,0.09424545,0.09628897,0.4174603,0.4459763,0.4694172,0.4868886,0.4716449,0.4045175,0.3711491,0.4073612,0.4562506,0.4662455
cg10629085,0.7459421,0.4049685,0.6336185,0.5711444,0.3120367,0.4010859,0.7514473,0.6213592,0.7544732,0.5822567,0.6716418,0.5797333,0.5732231,0.607825,0.5252957,0.3273131,0.76656,0.4863563
cg19561297,0.1864153,0.6054295,0.4888578,0.5885177,0.4798266,0.4561459,0.2558353,0.5154045,0.122549,0.3975663,0.452862,0.5699216,0.4533416,0.4922864,0.3409918,0.5856923,0.2967242,0.5579478
cg18225914,0.8375731,0.8503121,0.8371786,0.8487129,0.8810037,0.8636725,0.8711178,0.8563179,0.8785707,0.8751847,0.8719832,0.8889349,0.8487232,0.864219,0.4814815,0.378125,0.8843477,0.8739816
cg08922308,0.09474115,0.5318366,0.4128107,0.5126319,0.521863,0.4556884,0.2427787,0.4470506,0.1627412,0.4748527,0.4463453,0.575188,0.4722022,0.5133918,0.332153,0.5494974,0.2496573,0.5450122
cg08594920,0.857767,0.5213198,0.4913919,0.4495882,0.4195804,0.539617,0.7756654,0.5485207,0.7763423,0.5316022,0.5908214,0.3774161,0.4825949,0.483731,0.6241075,0.3635571,0.7473935,0.5540201
cg09497113,0.8553756,0.4720564,0.5694999,0.4849138,0.4695134,0.5111709,0.7262388,0.563202,0.8341942,0.4979112,0.6464646,0.449124,0.4804379,0.4037627,0.6300676,0.3971005,0.7729986,0.5140681
cg14497649,0.9461707,0.8945236,0.9275068,0.8888696,0.9087506,0.9227243,0.9153156,0.8848767,0.9170589,0.9211207,0.9051916,0.9186175,0.6027775,0.5974124,0.5422355,0.5803907,0.9048598,0.8983441
cg04554949,0.873825,0.8924316,0.5912621,0.5532461,0.9021423,0.8601368,0.5757916,0.6086626,0.8929889,0.8851237,0.6682905,0.6532402,0.6202013,0.5592556,0.8921723,0.8802144,0.6673806,0.6377263
cg00967372,0.843899,0.8771305,0.5731109,0.592966,0.9019981,0.8695225,0.5975443,0.5770946,0.6371633,0.6050659,0.585018,0.5971655,0.6058501,0.5904853,0.8158248,0.8845026,0.8871935,0.8907919
cg25957677,0.311986,0.7685579,0.5634062,0.6827769,0.6897397,0.6403703,0.4852675,0.6438505,0.2993026,0.617385,0.5862997,0.7615894,0.6958959,0.7201145,0.494299,0.7181907,0.4486015,0.7104536
cg24884856,0.8659794,0.5196241,0.5636882,0.4563758,0.3965102,0.4625312,0.7323997,0.6194332,0.7729332,0.56905,0.6419802,0.4500698,0.4930556,0.4549098,0.6225637,0.3695652,0.7731413,0.483496
cg13718831,0.7976529,0.3976753,0.4708047,0.3800861,0.3565947,0.4098695,0.6559719,0.4536313,0.7056347,0.4173382,0.5217855,0.3363124,0.3890554,0.3972938,0.532319,0.2837941,0.6826897,0.45012
cg04277574,0.7981385,0.4232251,0.4747056,0.3916716,0.375,0.4193318,0.676986,0.5012201,0.7193882,0.4314377,0.5348837,0.3150114,0.3898653,0.3772195,0.5152202,0.3089113,0.6768148,0.4365981
cg02558751,0.6789474,0.294572,0.3689338,0.2757441,0.2756215,0.3082303,0.5406343,0.3619593,0.6357555,0.3525552,0.4695807,0.2491044,0.3106456,0.2690972,0.4584498,0.2423678,0.6214615,0.3078228
cg07293661,0.8495256,0.4532986,0.4902536,0.4063322,0.3965131,0.4778989,0.694997,0.522316,0.735323,0.4300193,0.6061222,0.4047715,0.3974007,0.4347003,0.4971956,0.3229944,0.702061,0.4930782
cg11461568,0.4952576,0.4760694,0.7482254,0.7239982,0.4751693,0.5002362,0.7637863,0.7647059,0.7537779,0.7567618,0.7777594,0.7466863,0.7897245,0.792033,0.4933513,0.5044481,0.466623,0.4712764
cg26234774,0.005501834,0.06709896,0.3425463,0.3077141,0.04045927,0.02868477,0.2829717,0.3335933,0.3557255,0.3192936,0.2270231,0.3289081,0.3419453,0.2263691,0.03649187,0.03721922,0.03799186,0.04161323
cg25172968,0.7028056,0.718602,0.716975,0.7535357,0.7256452,0.7433502,0.7405422,0.7148856,0.4602124,0.4386916,0.4504611,0.4636611,0.7419877,0.7051817,0.4281741,0.4282532,0.4647372,0.46225
cg15836901,0.3182465,0.3043984,0.5409698,0.527679,0.2259604,0.2290344,0.5053342,0.5198599,0.5540371,0.5162974,0.5143877,0.5232138,0.5472795,0.5815664,0.2507395,0.184574,0.3327312,0.2661885
cg03702871,0.1657127,0.5641857,0.4610572,0.5722718,0.5563789,0.5352434,0.2862266,0.5199787,0.1778883,0.4762546,0.5154938,0.599807,0.5112241,0.5720621,0.3792401,0.5840775,0.2918446,0.5969246
cg03303857,0.2903687,0.653144,0.593559,0.6753731,0.7292262,0.694483,0.3954017,0.6212957,0.3323978,0.5970985,0.6008328,0.7548831,0.687967,0.6903657,0.4786934,0.7257747,0.422664,0.6412037
cg01586635,0.9031583,0.8484424,0.7925051,0.8064839,0.8221247,0.8696405,0.83004,0.8434655,0.8488383,0.8197743,0.8694701,0.8129781,0.4961992,0.519805,0.804486,0.8082707,0.5027875,0.5115381
cg09249608,0.1775194,0.05933918,0.3703704,0.2956907,0.140056,0.1048478,0.3946333,0.3203883,0.3903053,0.3448955,0.3933287,0.3910364,0.3759174,0.4417148,0.06859206,0.09230769,0.06818182,0.1261737
cg27609596,0.00499002,0.01030397,0.1891446,0.2416962,0.01242909,0.008952997,0.292031,0.3539841,0.3040154,0.2897461,0.2764629,0.3015936,0.2755853,0.2985083,0.006354546,0.02270306,0.01227462,0.007202555
cg14637685,0.3806203,0.7638111,0.7028378,0.8261943,0.8080289,0.7928766,0.5083155,0.7231359,0.4654532,0.7,0.6326286,0.8370815,0.8028888,0.7890693,0.6054576,0.841759,0.5210715,0.7898702
cg08620074,0.7643399,0.406553,0.4934743,0.3848577,0.3714886,0.3939033,0.6388222,0.4404751,0.761246,0.4388369,0.4814459,0.3190999,0.3811094,0.4104547,0.5191949,0.2622781,0.6479817,0.4037889
cg18390922,0.8136622,0.4186945,0.5267189,0.4153329,0.3802928,0.4601054,0.6137422,0.517875,0.8060201,0.478943,0.6604784,0.4211643,0.4150538,0.4143493,0.5180341,0.3694726,0.733563,0.4713032
cg16239058,0.7324441,0.3457722,0.4374237,0.3152828,0.3267375,0.405102,0.6391044,0.4255692,0.6852383,0.4222051,0.4839154,0.2730713,0.3427967,0.3273442,0.4687718,0.2652235,0.5829384,0.3063955
cg15974150,0.7134266,0.3446472,0.4117168,0.3451036,0.3154427,0.3335172,0.5516301,0.4107071,0.751465,0.4718687,0.4514764,0.3310683,0.3393293,0.3723285,0.4956857,0.29301,0.6884127,0.4149346
cg01526910,0.8023831,0.4023824,0.5212553,0.4144193,0.3763537,0.4288966,0.6444004,0.4622758,0.7461997,0.4330018,0.4807914,0.3297766,0.3914489,0.3720395,0.551952,0.3154938,0.6767325,0.4243873
cg12080266,0.8005334,0.7757642,0.4766843,0.4808034,0.7443814,0.759328,0.7862168,0.7725186,0.8116055,0.7639059,0.4421866,0.4387684,0.7726085,0.795082,0.7171071,0.6719122,0.5257659,0.5201261
cg03667724,0.7679989,0.4110412,0.4418526,0.3202633,0.3896041,0.3726144,0.6394162,0.4377568,0.6992397,0.3683174,0.5202845,0.3246543,0.3517412,0.3443136,0.5152245,0.2834942,0.6335355,0.3844632
cg17950169,0.734347,0.3376162,0.4915858,0.3836407,0.3228443,0.3561236,0.6068014,0.4273645,0.7426082,0.4301907,0.50961,0.3409067,0.370225,0.3500823,0.51005,0.3015428,0.6816667,0.4236889
cg20887390,0.4079648,0.7869515,0.7782329,0.8612155,0.792882,0.775629,0.5084151,0.7524641,0.4842582,0.7359691,0.6474017,0.8271186,0.812342,0.8170675,0.5613559,0.8123949,0.5236756,0.8021145
cg09235719,0.3688358,0.7680536,0.665923,0.7860959,0.8200059,0.7918994,0.5321416,0.687264,0.4240568,0.7074867,0.6603306,0.8315877,0.7811105,0.8007481,0.5807907,0.8091578,0.5373177,0.7987474
cg00871129,0.8192643,0.4264321,0.5391118,0.4087032,0.4012537,0.4490965,0.6556989,0.4747168,0.7748875,0.4318895,0.5153902,0.3637091,0.4113075,0.4288085,0.5456866,0.3373233,0.7220714,0.4555518
cg19787251,0.8552172,0.5516569,0.5720039,0.446656,0.4284193,0.4927713,0.7242303,0.5379828,0.8289783,0.5252196,0.6594975,0.4117436,0.4515697,0.4962259,0.6236799,0.3664616,0.7406689,0.5250097
cg24464999,0.09327615,0.09737291,0.366836,0.389308,0.08252301,0.07616233,0.3493218,0.3470549,0.36668,0.3475984,0.3755705,0.368104,0.3229045,0.3094848,0.06326515,0.05066968,0.07735149,0.08829431
cg00324592,0.6976259,0.325732,0.3748911,0.2868625,0.2980973,0.3083103,0.5599179,0.3204506,0.6371025,0.3453846,0.4252627,0.1863244,0.3184015,0.3081984,0.4250888,0.2052143,0.5556366,0.3070619
cg20745590,0.2756838,0.6594243,0.611727,0.6783966,0.6762488,0.6552173,0.4210824,0.5969048,0.3262303,0.575,0.5923242,0.7886808,0.655552,0.6977415,0.4728261,0.6820016,0.3793204,0.6502146
cg15526391,0.7710724,0.4075074,0.5073936,0.3889732,0.3519183,0.4100811,0.6335819,0.4336356,0.7299516,0.4097263,0.4887591,0.3402184,0.4258838,0.4095514,0.5502036,0.2666862,0.709941,0.455335
cg06766860,0.9535121,0.9586466,0.9071639,0.9525804,0.9531014,0.9521442,0.7436744,0.6735537,0.7351263,0.6958333,0.9756835,0.9670851,0.6797797,0.5279226,0.8421659,0.7346154,0.6832335,0.673913
cg13088427,0.2566453,0.6467043,0.4149752,0.4939557,0.6354467,0.5501339,0.3187009,0.5107852,0.2805036,0.4655376,0.5892226,0.7096636,0.3744131,0.3620788,0.2722089,0.3718437,0.3819361,0.6229026
cg09034372,0.8254246,0.4875978,0.5740967,0.4592821,0.4256646,0.4934211,0.7077409,0.5014066,0.794757,0.4778533,0.5500392,0.3889682,0.4658266,0.4253486,0.6056792,0.3468101,0.7581335,0.4484078
cg12923304,0.7006764,0.3215784,0.4008322,0.2757174,0.2929485,0.3146853,0.585393,0.4149505,0.6170115,0.3582178,0.4284187,0.2084091,0.2832248,0.2642262,0.425067,0.2322722,0.5558538,0.2970279
cg24309786,0.7824561,0.4622332,0.5170303,0.3758025,0.3936822,0.4307383,0.6655968,0.4575293,0.7533591,0.4672378,0.5200321,0.3366939,0.4021022,0.3934585,0.538863,0.3206556,0.7348703,0.481457
cg11421073,0.7141055,0.3396173,0.4845303,0.377533,0.3481625,0.3934799,0.614399,0.4073814,0.6896122,0.4254946,0.5307911,0.2786478,0.3343701,0.3207289,0.5111849,0.2483805,0.6565934,0.3970749
cg15831967,0.4102059,0.2220105,0.2661773,0.2184881,0.187908,0.2111603,0.4267835,0.3001282,0.563504,0.4700915,0.3900434,0.261944,0.1817348,0.186361,0.2977151,0.1988809,0.6235713,0.5197634
cg00382138,0.1464602,0.6227811,0.5161452,0.5858902,0.5572803,0.5266173,0.2963643,0.4791725,0.2260512,0.5003268,0.5257732,0.6155796,0.5917327,0.6045229,0.4044093,0.5775219,0.3548956,0.6016978
cg01803729,0.8218391,0.4175912,0.5278917,0.4305004,0.4012536,0.4547858,0.672653,0.480783,0.7954138,0.5038141,0.565278,0.3876183,0.4370755,0.4051119,0.5918139,0.3459236,0.7178218,0.4788103
cg04804139,0.8202165,0.4920094,0.5725129,0.4928957,0.4276429,0.4530437,0.7011129,0.5292496,0.8176207,0.4892072,0.6069373,0.4554671,0.4414761,0.401417,0.579146,0.3679191,0.7924256,0.497525
cg11163995,0.7916019,0.781746,0.5565078,0.5805607,0.8821218,0.8369803,0.5775238,0.5487354,0.580719,0.5663717,0.5848311,0.6103343,0.5518764,0.5928297,0.8799755,0.9019972,0.8449295,0.8553167
cg07630041,0.7226723,0.3473973,0.4355681,0.3645747,0.2702035,0.3483595,0.5860443,0.3855721,0.673011,0.3362137,0.4343643,0.257163,0.3623063,0.3050327,0.4186724,0.2248552,0.5995167,0.3535206
cg23132669,0.7119384,0.3781163,0.460914,0.3584429,0.3177843,0.3777865,0.6364847,0.4206918,0.708366,0.3804574,0.5000907,0.3092602,0.343808,0.325071,0.4851992,0.2567322,0.6499584,0.3785299
cg25531963,0.3501162,0.7045252,0.6378524,0.7437249,0.746637,0.7241361,0.4459862,0.6398089,0.3497585,0.6523081,0.5733637,0.7899324,0.7143914,0.745098,0.5106989,0.7467315,0.4816349,0.745027
cg03723716,0.3778489,0.7421531,0.6925661,0.7937641,0.7661953,0.7549874,0.4772389,0.6519201,0.4211731,0.6374904,0.5989186,0.8234416,0.7514017,0.7771518,0.5215589,0.7480223,0.4467636,0.7276292
cg05432953,0.851933,0.88836,0.5964494,0.6090658,0.8968961,0.8724689,0.580386,0.6162871,0.616243,0.5898345,0.604458,0.6110813,0.5914271,0.6190069,0.8728517,0.8933749,0.8860346,0.8828437
cg08185095,0.3430207,0.7335375,0.6465489,0.7340778,0.7442133,0.7261573,0.5233645,0.6596568,0.3577427,0.6479326,0.6000582,0.7772556,0.7547903,0.7413206,0.497076,0.7981787,0.4623656,0.7169867
cg15225044,0.02810348,0.01928687,0.292149,0.3195661,0.03115401,0.03759635,0.3055344,0.278931,0.332011,0.2534347,0.3352948,0.3410799,0.2848791,0.2733506,0.01442585,0.03059441,0.02429274,0.02747672
cg00605787,0.6691953,0.2751801,0.3420997,0.2565285,0.2713023,0.2883757,0.5668608,0.357829,0.6040358,0.3132425,0.3865162,0.2222761,0.2729849,0.2364059,0.3985564,0.2090069,0.5668013,0.2992042
cg02059755,0.9090741,0.8884409,0.6009943,0.6184322,0.898502,0.8905398,0.6034444,0.6135102,0.6596318,0.6361368,0.6306383,0.6083891,0.5997504,0.6316124,0.893386,0.8717496,0.9159675,0.9063235
cg21190228,0.847786,0.5435169,0.5861934,0.5174561,0.4465702,0.4884602,0.6986854,0.5799561,0.8216668,0.4946051,0.6941591,0.4773477,0.4242373,0.3837392,0.6022572,0.3992855,0.7799602,0.5261363
cg19577958,0.5139425,0.5238686,0.7659322,0.7604592,0.5111385,0.5099873,0.5004345,0.4848943,0.4760451,0.4773928,0.8097859,0.8602276,0.7464337,0.7735497,0.5100806,0.4506775,0.5212337,0.5052779
cg18767517,0.737899,0.4518978,0.5100806,0.3965018,0.3604382,0.4319328,0.649299,0.460596,0.7382986,0.4263512,0.552339,0.2733224,0.3666412,0.4394438,0.5256266,0.2931771,0.7135778,0.4490069
cg14189481,0.7254019,0.4977099,0.4938368,0.4054054,0.4159691,0.4583333,0.6574636,0.5706268,0.8208843,0.6411192,0.6332963,0.4042292,0.4175926,0.3982131,0.5261495,0.3157321,0.7615843,0.5541031
cg17109850,0.7457373,0.3723983,0.447978,0.3491042,0.3271266,0.3717065,0.6335374,0.4202074,0.7170012,0.3927513,0.4538006,0.2987315,0.3632728,0.3400376,0.4667589,0.2799691,0.6319349,0.3712385
cg16456797,0.3283068,0.7365057,0.6486862,0.7381927,0.7850077,0.7132342,0.4729296,0.6777532,0.3810207,0.6734658,0.6167202,0.7526205,0.7206754,0.8011588,0.5810036,0.7261468,0.4626148,0.7677719
cg13011003,0.7513236,0.4685591,0.3695838,0.308236,0.4364595,0.4537295,0.6553677,0.5206566,0.7535069,0.4567671,0.5681256,0.4029793,0.4766449,0.4828454,0.3705173,0.2566308,0.6971183,0.4993081
cg10437044,0.8923047,0.9275256,0.638258,0.6439361,0.9112136,0.8964107,0.6229094,0.6189021,0.6420215,0.6111992,0.6105688,0.6457346,0.6489633,0.6482823,0.9089867,0.9089322,0.92,0.9157067
cg22658419,0.7507937,0.3915344,0.5150112,0.3600474,0.3519051,0.4344147,0.6082964,0.4713725,0.7139559,0.4452875,0.5347722,0.2761962,0.3988543,0.4081496,0.5533354,0.2871333,0.7126128,0.4203165
cg18818282,0.9121468,0.9243002,0.5946233,0.4798268,0.9143879,0.9169503,0.9087528,0.9089234,0.8756425,0.7153149,0.9254341,0.9186862,0.6886259,0.7325223,0.7331567,0.6183536,0.9061473,0.9216721
cg23681112,0.4842832,0.8358377,0.891254,0.8505931,0.8499332,0.8229024,0.5558187,0.8213942,0.5318197,0.7369122,0.7901683,0.8594292,0.8287074,0.8051202,0.6007962,0.8929911,0.5144291,0.8464926
cg05043716,0.8357741,0.4604656,0.5552616,0.4415434,0.4291063,0.4651348,0.7052714,0.4560449,0.7624086,0.4552344,0.5416931,0.3501178,0.4457556,0.3959893,0.5520371,0.3436541,0.7076757,0.4620035
cg09427417,0.2914186,0.659111,0.6192471,0.6984816,0.6824982,0.6646393,0.3910502,0.6096367,0.322113,0.5609384,0.52651,0.7474948,0.7002419,0.6712983,0.4730478,0.707712,0.4169687,0.6798615
